"X","Rank","PreviousRank","Gross","Change","Theaters","PerTheater","TotalGross","Days","Title","Studio","date","Lifetime.Gross"
"725",724,"2",2,4.872155,"-6%","4,375",1114,296.534509,14,"Harry Potter and the Deathly Hallows Part II","Warner Bros.","2011-07-28",NA
"726",725,"5",5,1.387238,"-1%","3,375",411,331.921414,30,"Transformers: Dark of the Moon","Paramount Pictures","2011-07-28",352390543
"727",726,"8",5,1.793667,"+29%","2,604",689,333.715081,31,"Transformers: Dark of the Moon","Paramount Pictures","2011-07-29",352390543
"728",727,"5",2,6.557953,"+35%","4,145",1582,303.092462,15,"Harry Potter and the Deathly Hallows Part II","Warner Bros.","2011-07-29",NA
"729",728,"4",5,8.457011,"+29%","4,145",2040,311.549473,16,"Harry Potter and the Deathly Hallows Part II","Warner Bros.","2011-07-30",NA
"730",729,"4",4,6.962129,"-18%","4,145",1680,318.511602,17,"Harry Potter and the Deathly Hallows Part II","Warner Bros.","2011-07-31",NA
"731",730,"4",4,3.32824,"-52%","4,145",803,321.839842,18,"Harry Potter and the Deathly Hallows Part II","Warner Bros.","2011-08-01",NA
"732",731,"4",4,3.299364,"-1%","4,145",796,325.139206,19,"Harry Potter and the Deathly Hallows Part II","Warner Bros.","2011-08-02",NA
"733",732,"4",4,2.88648,"-13%","4,145",696,328.025686,20,"Harry Potter and the Deathly Hallows Part II","Warner Bros.","2011-08-03",NA
"734",733,"4",4,2.615328,"-9%","4,145",631,330.641014,21,"Harry Potter and the Deathly Hallows Part II","Warner Bros.","2011-08-04",NA
"735",734,"7",4,3.374111,"+29%","3,175",1063,334.015125,22,"Harry Potter and the Deathly Hallows Part II","Warner Bros.","2011-08-05",NA
"736",735,"6",7,4.834999,"+43%","3,175",1523,338.850124,23,"Harry Potter and the Deathly Hallows Part II","Warner Bros.","2011-08-06",NA
"737",736,"4",6,4.235921,"-12%","3,175",1334,343.086045,24,"Harry Potter and the Deathly Hallows Part II","Warner Bros.","2011-08-07",NA
"738",737,"3",4,1.804337,"-57%","3,175",568,344.890382,25,"Harry Potter and the Deathly Hallows Part II","Warner Bros.","2011-08-08",NA
"739",738,"3",3,2.011238,"+11%","3,175",633,346.90162,26,"Harry Potter and the Deathly Hallows Part II","Warner Bros.","2011-08-09",NA
"740",739,"4",3,1.662317,"-17%","3,175",524,348.563937,27,"Harry Potter and the Deathly Hallows Part II","Warner Bros.","2011-08-10",NA
"741",740,"4",4,1.522004,"-8%","3,175",479,350.085941,28,"Harry Potter and the Deathly Hallows Part II","Warner Bros.","2011-08-11",NA
"742",741,"11",4,1.860231,"+22%","2,414",771,351.946172,29,"Harry Potter and the Deathly Hallows Part II","Warner Bros.","2011-08-12",NA
"743",742,"8",11,2.761878,"+48%","2,414",1144,354.70805,30,"Harry Potter and the Deathly Hallows Part II","Warner Bros.","2011-08-13",NA
"744",743,"6",8,2.629305,"-5%","2,414",1089,357.337355,31,"Harry Potter and the Deathly Hallows Part II","Warner Bros.","2011-08-14",NA
"745",744,"1",NA,71.642526," ","4,061",17642,71.642526,1,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-11-18",NA
"746",745,"1",1,40.029203,"-44%","4,061",9857,111.671729,2,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-11-19",NA
"747",746,"1",1,26.450532,"-34%","4,061",6513,138.122261,3,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-11-20",NA
"748",747,"1",1,9.853481,"-63%","4,061",2426,147.975742,4,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-11-21",NA
"749",748,"1",1,11.00242,"+12%","4,061",2709,158.978162,5,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-11-22",NA
"750",749,"1",1,12.437564,"+13%","4,061",3063,171.415726,6,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-11-23",NA
"751",750,"1",1,7.732709,"-38%","4,061",1904,179.148435,7,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-11-24",NA
"752",751,"1",1,16.689211,"+116%","4,066",4105,195.837646,8,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-11-25",NA
"753",752,"1",1,16.363978,"-2%","4,066",4025,212.201624,9,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-11-26",NA
"754",753,"1",1,8.630385,"-47%","4,066",2123,220.832009,10,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-11-27",NA
"755",754,"1",1,2.525769,"-71%","4,066",621,223.357778,11,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-11-28",NA
"756",755,"1",1,2.642924,"+5%","4,066",650,226.000702,12,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-11-29",NA
"757",756,"1",1,2.151124,"-19%","4,066",529,228.151826,13,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-11-30",NA
"758",757,"1",1,2.239118,"+4%","4,066",551,230.390944,14,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-12-01",NA
"759",758,"1",1,5.452139,"+143%","4,046",1348,235.843083,15,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-12-02",NA
"760",759,"1",1,7.080431,"+30%","4,046",1750,242.923514,16,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-12-03",NA
"761",760,"1",1,4.002895,"-43%","4,046",989,246.926409,17,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-12-04",NA
"762",761,"1",1,1.147289,"-71%","4,046",284,248.073698,18,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-12-05",NA
"763",762,"1",1,1.315111,"+15%","4,046",325,249.388809,19,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-12-06",NA
"764",763,"1",1,1.069091,"-19%","4,046",264,250.4579,20,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-12-07",NA
"765",764,"1",1,1.125367,"+5%","4,046",278,251.583267,21,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-12-08",NA
"766",765,"7",6,1.318017,"+250%","876",1505,20.56844,24,"The Descendants","Fox Searchlight","2011-12-09",82584160
"767",766,"3",1,2.456195,"+118%","3,604",682,254.039462,22,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-12-09",NA
"768",767,"7",7,2.008132,"+52%","876",2292,22.576572,25,"The Descendants","Fox Searchlight","2011-12-10",82584160
"769",768,"3",3,3.398193,"+38%","3,604",943,257.437655,23,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-12-10",NA
"770",769,"8",7,1.053989,"-48%","876",1203,23.630561,26,"The Descendants","Fox Searchlight","2011-12-11",82584160
"771",770,"5",3,1.965014,"-42%","3,604",545,259.402669,24,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-12-11",NA
"772",771,"3",5,0.649222,"-67%","3,604",180,260.051891,25,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-12-12",NA
"773",772,"5",8,0.420304,"-60%","876",480,24.050865,27,"The Descendants","Fox Searchlight","2011-12-12",82584160
"774",773,"5",5,0.490422,"+17%","876",560,24.541287,28,"The Descendants","Fox Searchlight","2011-12-13",82584160
"775",774,"3",3,0.74825,"+15%","3,604",208,260.800141,26,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-12-13",NA
"776",775,"6",5,0.405151,"-17%","876",463,24.946438,29,"The Descendants","Fox Searchlight","2011-12-14",82584160
"777",776,"3",3,0.651265,"-13%","3,604",181,261.451406,27,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-12-14",NA
"778",777,"6",6,0.431114,"+6%","876",492,25.377552,30,"The Descendants","Fox Searchlight","2011-12-15",82584160
"779",778,"3",3,0.678675,"+4%","3,604",188,262.130081,28,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-12-15",NA
"780",779,"9",6,0.928759,"+115%","878",1058,26.306311,31,"The Descendants","Fox Searchlight","2011-12-16",82584160
"781",780,"6",3,1.278315,"+88%","2,958",432,263.408396,29,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-12-16",NA
"782",781,"10",9,1.469079,"+58%","878",1673,27.77539,32,"The Descendants","Fox Searchlight","2011-12-17",82584160
"783",782,"6",6,1.714274,"+34%","2,958",580,265.12267,30,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-12-17",NA
"784",783,"6",6,1.205304,"-30%","2,958",407,266.327974,31,"The Twilight Saga: Breaking Dawn Part I","Summit Entertainment","2011-12-18",NA
"785",784,"11",10,0.870519,"-41%","878",991,28.645909,33,"The Descendants","Fox Searchlight","2011-12-18",82584160
"786",785,"11",11,0.398316,"-54%","878",454,29.044225,34,"The Descendants","Fox Searchlight","2011-12-19",82584160
"787",786,"10",11,0.445784,"+12%","878",508,29.490009,35,"The Descendants","Fox Searchlight","2011-12-20",82584160
"788",787,"12",10,0.384822,"-14%","835",461,29.874831,36,"The Descendants","Fox Searchlight","2011-12-21",82584160
"789",788,"12",12,0.416721,"+8%","835",499,30.291552,37,"The Descendants","Fox Searchlight","2011-12-22",82584160
"790",789,"12",12,0.619725,"+49%","813",762,30.911277,38,"The Descendants","Fox Searchlight","2011-12-23",82584160
"791",790,"12",12,0.445663,"-28%","813",548,31.35694,39,"The Descendants","Fox Searchlight","2011-12-24",82584160
"792",791,"10",12,1.007983,"+126%","753",1339,32.364923,40,"The Descendants","Fox Searchlight","2011-12-25",82584160
"793",792,"10",10,1.198609,"+19%","753",1592,33.563532,41,"The Descendants","Fox Searchlight","2011-12-26",82584160
"794",793,"11",10,0.829963,"-31%","753",1102,34.393495,42,"The Descendants","Fox Searchlight","2011-12-27",82584160
"795",794,"11",11,0.805549,"-3%","753",1070,35.199044,43,"The Descendants","Fox Searchlight","2011-12-28",82584160
"796",795,"11",11,0.825602,"+2%","753",1096,36.024646,44,"The Descendants","Fox Searchlight","2011-12-29",82584160
"797",796,"11",11,1.098787,"+33%","758",1450,37.123433,45,"The Descendants","Fox Searchlight","2011-12-30",82584160
"798",797,"9",11,1.251598,"+14%","758",1651,38.375031,46,"The Descendants","Fox Searchlight","2011-12-31",82584160
"799",798,"10",9,1.045744,"-16%","758",1380,39.420775,47,"The Descendants","Fox Searchlight","2012-01-01",82584160
"800",799,"11",10,0.89489,"-14%","758",1181,40.315665,48,"The Descendants","Fox Searchlight","2012-01-02",82584160
"801",800,"10",11,0.37155,"-58%","758",490,40.687215,49,"The Descendants","Fox Searchlight","2012-01-03",82584160
"802",801,"10",10,0.340267,"-8%","758",449,41.027482,50,"The Descendants","Fox Searchlight","2012-01-04",82584160
"803",802,"10",10,0.349081,"+3%","758",461,41.376563,51,"The Descendants","Fox Searchlight","2012-01-05",82584160
"804",803,"12",10,0.749113,"+115%","737",1016,42.125676,52,"The Descendants","Fox Searchlight","2012-01-06",82584160
"805",804,"12",12,1.186409,"+58%","737",1610,43.312085,53,"The Descendants","Fox Searchlight","2012-01-07",82584160
"806",805,"11",12,0.648615,"-45%","737",880,43.9607,54,"The Descendants","Fox Searchlight","2012-01-08",82584160
"807",806,"1",NA,67.26365," ","4,137",16259,67.26365,1,"The Hunger Games","Lionsgate","2012-03-23",408010692
"808",807,"1",1,50.394419,"-25%","4,137",12181,117.658069,2,"The Hunger Games","Lionsgate","2012-03-24",408010692
"809",808,"1",1,34.877678,"-31%","4,137",8431,152.535747,3,"The Hunger Games","Lionsgate","2012-03-25",408010692
"810",809,"1",1,10.823788,"-69%","4,137",2616,163.359535,4,"The Hunger Games","Lionsgate","2012-03-26",408010692
"811",810,"1",1,10.348198,"-4%","4,137",2501,173.707733,5,"The Hunger Games","Lionsgate","2012-03-27",408010692
"812",811,"1",1,8.051705,"-22%","4,137",1946,181.759438,6,"The Hunger Games","Lionsgate","2012-03-28",408010692
"813",812,"1",1,8.1734,"+2%","4,137",1976,189.932838,7,"The Hunger Games","Lionsgate","2012-03-29",408010692
"814",813,"1",1,18.65256,"+128%","4,137",4509,208.585398,8,"The Hunger Games","Lionsgate","2012-03-30",408010692
"815",814,"1",1,24.738873,"+33%","4,137",5980,233.324271,9,"The Hunger Games","Lionsgate","2012-03-31",408010692
"816",815,"1",1,15.15963,"-39%","4,137",3664,248.483901,10,"The Hunger Games","Lionsgate","2012-04-01",408010692
"817",816,"1",1,4.522495,"-70%","4,137",1093,253.006396,11,"The Hunger Games","Lionsgate","2012-04-02",408010692
"818",817,"1",1,5.324246,"+18%","4,137",1287,258.330642,12,"The Hunger Games","Lionsgate","2012-04-03",408010692
"819",818,"1",1,4.608765,"-13%","4,137",1114,262.939407,13,"The Hunger Games","Lionsgate","2012-04-04",408010692
"820",819,"1",1,6.399758,"+39%","4,137",1547,269.339165,14,"The Hunger Games","Lionsgate","2012-04-05",408010692
"821",820,"1",1,12.799832,"+100%","4,137",3094,282.138997,15,"The Hunger Games","Lionsgate","2012-04-06",408010692
"822",821,"1",1,13.017393,"+2%","4,137",3147,295.15639,16,"The Hunger Games","Lionsgate","2012-04-07",408010692
"823",822,"1",1,7.294332,"-44%","4,137",1763,302.450722,17,"The Hunger Games","Lionsgate","2012-04-08",408010692
"824",823,"1",1,4.143217,"-43%","4,137",1002,306.593939,18,"The Hunger Games","Lionsgate","2012-04-09",408010692
"825",824,"1",1,3.293283,"-21%","4,137",796,309.887222,19,"The Hunger Games","Lionsgate","2012-04-10",408010692
"826",825,"1",1,2.850685,"-13%","4,137",689,312.737907,20,"The Hunger Games","Lionsgate","2012-04-11",408010692
"827",826,"1",1,2.831632,"-1%","4,137",684,315.569539,21,"The Hunger Games","Lionsgate","2012-04-12",408010692
"828",827,"1",1,6.403525,"+126%","3,916",1635,321.973064,22,"The Hunger Games","Lionsgate","2012-04-13",408010692
"829",828,"1",1,9.317258,"+46%","3,916",2379,331.290322,23,"The Hunger Games","Lionsgate","2012-04-14",408010692
"830",829,"1",1,5.376041,"-42%","3,916",1373,336.666363,24,"The Hunger Games","Lionsgate","2012-04-15",408010692
"831",830,"1",1,1.396955,"-74%","3,916",357,338.063318,25,"The Hunger Games","Lionsgate","2012-04-16",408010692
"832",831,"1",1,1.565935,"+12%","3,916",400,339.629253,26,"The Hunger Games","Lionsgate","2012-04-17",408010692
"833",832,"1",1,1.332029,"-15%","3,916",340,340.961282,27,"The Hunger Games","Lionsgate","2012-04-18",408010692
"834",833,"1",1,1.439178,"+8%","3,916",368,342.40046,28,"The Hunger Games","Lionsgate","2012-04-19",408010692
"835",834,"3",1,4.014232,"+179%","3,752",1070,346.414692,29,"The Hunger Games","Lionsgate","2012-04-20",408010692
"836",835,"3",3,6.500068,"+62%","3,752",1732,352.91476,30,"The Hunger Games","Lionsgate","2012-04-21",408010692
"837",836,"3",3,4.151707,"-36%","3,752",1107,357.066467,31,"The Hunger Games","Lionsgate","2012-04-22",408010692
"838",837,"1",NA,80.813985," ","4,349",18582,80.813985,1,"The Avengers","Walt Disney","2012-05-04",NA
"839",838,"1",1,69.55799,"-14%","4,349",15994,150.371975,2,"The Avengers","Walt Disney","2012-05-05",NA
"840",839,"1",1,57.066733,"-18%","4,349",13122,207.438708,3,"The Avengers","Walt Disney","2012-05-06",NA
"841",840,"1",1,18.898999,"-67%","4,349",4346,226.337707,4,"The Avengers","Walt Disney","2012-05-07",NA
"842",841,"1",1,17.67719,"-6%","4,349",4065,244.014897,5,"The Avengers","Walt Disney","2012-05-08",NA
"843",842,"1",1,13.61291,"-23%","4,349",3130,257.627807,6,"The Avengers","Walt Disney","2012-05-09",NA
"844",843,"1",1,12.391566,"-9%","4,349",2849,270.019373,7,"The Avengers","Walt Disney","2012-05-10",NA
"845",844,"1",1,29.223517,"+136%","4,349",6720,299.24289,8,"The Avengers","Walt Disney","2012-05-11",NA
"846",845,"1",1,42.905519,"+47%","4,349",9866,342.148409,9,"The Avengers","Walt Disney","2012-05-12",NA
"847",846,"1",1,30.923238,"-28%","4,349",7110,373.071647,10,"The Avengers","Walt Disney","2012-05-13",NA
"848",847,"1",1,7.923789,"-74%","4,349",1822,380.995436,11,"The Avengers","Walt Disney","2012-05-14",NA
"849",848,"1",1,8.477854,"+7%","4,349",1949,389.47329,12,"The Avengers","Walt Disney","2012-05-15",NA
"850",849,"1",1,6.339757,"-25%","4,349",1458,395.813047,13,"The Avengers","Walt Disney","2012-05-16",NA
"851",850,"1",1,6.208368,"-2%","4,349",1428,402.021415,14,"The Avengers","Walt Disney","2012-05-17",NA
"852",851,"1",1,15.236046,"+145%","4,249",3586,417.257461,15,"The Avengers","Walt Disney","2012-05-18",NA
"853",852,"1",1,23.587069,"+55%","4,249",5551,440.84453,16,"The Avengers","Walt Disney","2012-05-19",NA
"854",853,"1",1,16.820987,"-29%","4,249",3959,457.665517,17,"The Avengers","Walt Disney","2012-05-20",NA
"855",854,"1",1,5.687934,"-66%","4,249",1339,463.353451,18,"The Avengers","Walt Disney","2012-05-21",NA
"856",855,"1",1,4.917764,"-14%","4,249",1157,468.271215,19,"The Avengers","Walt Disney","2012-05-22",NA
"857",856,"1",1,3.968406,"-19%","4,249",934,472.239621,20,"The Avengers","Walt Disney","2012-05-23",NA
"858",857,"1",1,4.445167,"+12%","4,249",1046,476.684788,21,"The Avengers","Walt Disney","2012-05-24",NA
"859",858,"2",1,9.664323,"+117%","3,918",2467,486.349111,22,"The Avengers","Walt Disney","2012-05-25",NA
"860",859,"2",2,14.066384,"+46%","3,918",3590,500.415495,23,"The Avengers","Walt Disney","2012-05-26",NA
"861",860,"2",2,12.956164,"-8%","3,918",3307,513.371659,24,"The Avengers","Walt Disney","2012-05-27",NA
"862",861,"2",2,10.535543,"-19%","3,918",2689,523.907202,25,"The Avengers","Walt Disney","2012-05-28",NA
"863",862,"2",2,3.266753,"-69%","3,918",834,527.173955,26,"The Avengers","Walt Disney","2012-05-29",NA
"864",863,"2",2,2.515041,"-23%","3,918",642,529.688996,27,"The Avengers","Walt Disney","2012-05-30",NA
"865",864,"2",2,2.774984,"+10%","3,918",708,532.46398,28,"The Avengers","Walt Disney","2012-05-31",NA
"866",865,"3",2,5.641642,"+103%","3,670",1537,538.105622,29,"The Avengers","Walt Disney","2012-06-01",NA
"867",866,"3",3,9.017913,"+60%","3,670",2457,547.123535,30,"The Avengers","Walt Disney","2012-06-02",NA
"868",867,"3",3,5.826863,"-35%","3,670",1588,552.950398,31,"The Avengers","Walt Disney","2012-06-03",NA
"869",868,"1",NA,75.754897," ","4,404",17201,75.754897,1,"The Dark Knight Rises","Warner Bros.","2012-07-20",448139099
"870",869,"1",1,44.931966,"-41%","4,404",10203,120.686863,2,"The Dark Knight Rises","Warner Bros.","2012-07-21",448139099
"871",870,"1",1,40.200432,"-11%","4,404",9128,160.887295,3,"The Dark Knight Rises","Warner Bros.","2012-07-22",448139099
"872",871,"1",1,19.389129,"-52%","4,404",4403,180.276424,4,"The Dark Knight Rises","Warner Bros.","2012-07-23",448139099
"873",872,"1",1,17.762472,"-8%","4,404",4033,198.038896,5,"The Dark Knight Rises","Warner Bros.","2012-07-24",448139099
"874",873,"1",1,13.770092,"-22%","4,404",3127,211.808988,6,"The Dark Knight Rises","Warner Bros.","2012-07-25",448139099
"875",874,"1",1,13.202371,"-4%","4,404",2998,225.011359,7,"The Dark Knight Rises","Warner Bros.","2012-07-26",448139099
"876",875,"1",1,17.734545,"+34%","4,404",4027,242.745904,8,"The Dark Knight Rises","Warner Bros.","2012-07-27",448139099
"877",876,"1",1,24.712417,"+39%","4,404",5611,267.458321,9,"The Dark Knight Rises","Warner Bros.","2012-07-28",448139099
"878",877,"1",1,19.654489,"-20%","4,404",4463,287.11281,10,"The Dark Knight Rises","Warner Bros.","2012-07-29",448139099
"879",878,"1",1,8.160046,"-58%","4,404",1853,295.272856,11,"The Dark Knight Rises","Warner Bros.","2012-07-30",448139099
"880",879,"1",1,8.773116,"+8%","4,404",1992,304.045972,12,"The Dark Knight Rises","Warner Bros.","2012-07-31",448139099
"881",880,"1",1,7.333325,"-16%","4,404",1665,311.379297,13,"The Dark Knight Rises","Warner Bros.","2012-08-01",448139099
"882",881,"1",1,6.818467,"-7%","4,404",1548,318.197764,14,"The Dark Knight Rises","Warner Bros.","2012-08-02",448139099
"883",882,"1",1,10.22605,"+50%","4,242",2411,328.423814,15,"The Dark Knight Rises","Warner Bros.","2012-08-03",448139099
"884",883,"1",1,14.273114,"+40%","4,242",3365,342.696928,16,"The Dark Knight Rises","Warner Bros.","2012-08-04",448139099
"885",884,"1",1,11.238166,"-21%","4,242",2649,353.935094,17,"The Dark Knight Rises","Warner Bros.","2012-08-05",448139099
"886",885,"1",1,4.725498,"-58%","4,242",1114,358.660592,18,"The Dark Knight Rises","Warner Bros.","2012-08-06",448139099
"887",886,"1",1,4.673412,"-1%","4,242",1102,363.334004,19,"The Dark Knight Rises","Warner Bros.","2012-08-07",448139099
"888",887,"1",1,3.688489,"-21%","4,242",870,367.022493,20,"The Dark Knight Rises","Warner Bros.","2012-08-08",448139099
"889",888,"1",1,3.586326,"-3%","4,242",845,370.608819,21,"The Dark Knight Rises","Warner Bros.","2012-08-09",448139099
"890",889,"3",1,5.600199,"+56%","3,690",1518,376.209018,22,"The Dark Knight Rises","Warner Bros.","2012-08-10",448139099
"891",890,"3",3,7.839992,"+40%","3,690",2125,384.04901,23,"The Dark Knight Rises","Warner Bros.","2012-08-11",448139099
"892",891,"3",3,5.539206,"-29%","3,690",1501,389.588216,24,"The Dark Knight Rises","Warner Bros.","2012-08-12",448139099
"893",892,"3",3,2.344003,"-58%","3,690",635,391.932219,25,"The Dark Knight Rises","Warner Bros.","2012-08-13",448139099
"894",893,"3",3,2.67436,"+14%","3,690",725,394.606579,26,"The Dark Knight Rises","Warner Bros.","2012-08-14",448139099
"895",894,"4",3,2.137123,"-20%","3,690",579,396.743702,27,"The Dark Knight Rises","Warner Bros.","2012-08-15",448139099
"896",895,"3",4,2.032209,"-5%","3,690",551,398.775911,28,"The Dark Knight Rises","Warner Bros.","2012-08-16",448139099
"897",896,"7",3,3.122136,"+54%","3,157",989,401.898047,29,"The Dark Knight Rises","Warner Bros.","2012-08-17",448139099
"898",897,"5",7,4.568006,"+46%","3,157",1447,406.466053,30,"The Dark Knight Rises","Warner Bros.","2012-08-18",448139099
"899",898,"5",5,3.321207,"-27%","3,157",1052,409.78726,31,"The Dark Knight Rises","Warner Bros.","2012-08-19",448139099
"900",899,"1",NA,71.167839," ","4,070",17486,71.167839,1,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-11-16",NA
"901",900,"1",1,41.443147,"-42%","4,070",10183,112.610986,3,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-11-17",NA
"902",901,"1",1,28.456648,"-31%","4,070",6992,141.067634,4,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-11-18",NA
"903",902,"1",1,10.09071,"-65%","4,070",2479,151.158344,5,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-11-19",NA
"904",903,"1",1,11.772338,"+17%","4,070",2892,162.930682,6,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-11-20",NA
"905",904,"1",1,12.779287,"+9%","4,070",3140,175.709969,7,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-11-21",NA
"906",905,"1",1,8.014701,"-37%","4,070",1969,183.72467,8,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-11-22",NA
"907",906,"1",1,17.546033,"+119%","4,070",4311,201.270703,9,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-11-23",NA
"908",907,"1",1,17.016976,"-3%","4,070",4181,218.287679,10,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-11-24",NA
"909",908,"1",1,9.078439,"-47%","4,070",2231,227.366118,11,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-11-25",NA
"910",909,"1",1,2.553058,"-72%","4,070",627,229.919176,12,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-11-26",NA
"911",910,"1",1,2.721622,"+7%","4,070",669,232.640798,13,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-11-27",NA
"912",911,"1",1,2.38428,"-12%","4,070",586,235.025078,14,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-11-28",NA
"913",912,"1",1,2.157426,"-10%","4,070",530,237.182504,15,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-11-29",NA
"914",913,"1",1,5.500983,"+155%","4,008",1373,242.683487,16,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-11-30",NA
"915",914,"2",1,7.525548,"+37%","4,008",1878,250.209035,17,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-12-01",NA
"916",915,"1",2,4.389831,"-42%","4,008",1095,254.598866,18,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-12-02",NA
"917",916,"1",1,1.214476,"-72%","4,008",303,255.813342,19,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-12-03",NA
"918",917,"2",1,1.442037,"+19%","4,008",360,257.255379,20,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-12-04",NA
"919",918,"3",2,1.137336,"-21%","4,008",284,258.392715,21,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-12-05",NA
"920",919,"2",3,1.142049,"n/c","4,008",285,259.534764,22,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-12-06",NA
"921",920,"2",2,2.833704,"+148%","3,646",777,262.368468,23,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-12-07",NA
"922",921,"4",2,3.969977,"+40%","3,646",1089,266.338445,24,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-12-08",NA
"923",922,"4",4,2.352584,"-41%","3,646",645,268.691029,25,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-12-09",NA
"924",923,"3",4,0.712174,"-70%","3,646",195,269.403203,26,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-12-10",NA
"925",924,"4",3,0.856928,"+20%","3,646",235,270.260131,27,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-12-11",NA
"926",925,"4",4,0.712401,"-17%","3,646",195,270.972532,28,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-12-12",NA
"927",926,"4",4,0.717537,"+1%","3,646",197,271.690069,29,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-12-13",NA
"928",927,"1",NA,37.125547," ","4,045",9178,37.125547,1,"The Hobbit: An Unexpected Journey","Warner Bros.","2012-12-14",303003568
"929",928,"5",4,1.484807,"+107%","3,042",488,273.174876,30,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-12-14",NA
"930",929,"7",5,2.256236,"+52%","3,042",742,275.431112,31,"The Twilight Saga: Breaking Dawn Part II","Lionsgate","2012-12-15",NA
"931",930,"1",1,27.739815,"-25%","4,045",6858,64.865362,2,"The Hobbit: An Unexpected Journey","Warner Bros.","2012-12-15",303003568
"932",931,"1",1,19.751941,"-29%","4,045",4883,84.617303,3,"The Hobbit: An Unexpected Journey","Warner Bros.","2012-12-16",303003568
"933",932,"1",1,7.738293,"-61%","4,045",1913,92.355596,4,"The Hobbit: An Unexpected Journey","Warner Bros.","2012-12-17",303003568
"934",933,"1",1,7.85509,"+2%","4,045",1942,100.210686,5,"The Hobbit: An Unexpected Journey","Warner Bros.","2012-12-18",303003568
"935",934,"1",1,6.327187,"-19%","4,045",1564,106.537873,6,"The Hobbit: An Unexpected Journey","Warner Bros.","2012-12-19",303003568
"936",935,"1",1,6.615027,"+5%","4,045",1635,113.1529,7,"The Hobbit: An Unexpected Journey","Warner Bros.","2012-12-20",303003568
