"X","Rank","PreviousRank","Gross","Change","Theaters","PerTheater","TotalGross","Days","Title","Studio","date","Lifetime.Gross"
"1",0,"1",NA,9.705," ","2,463",3940,9.705,1,"Saving Private Ryan","Dreamworks SKG","1998-07-24",216540909
"2",1,"1",1,11.17,"+15%","2,453",4554,20.875,2,"Saving Private Ryan","Dreamworks SKG","1998-07-25",216540909
"3",2,"1",1,9.613,"-14%","2,453",3919,30.576104,3,"Saving Private Ryan","Dreamworks SKG","1998-07-26",216540909
"4",3,"1",1,5.231469,"-46%","2,463",2124,35.807573,4,"Saving Private Ryan","Dreamworks SKG","1998-07-27",216540909
"5",4,"1",1,5.035992,"-4%","2,463",2045,40.843565,5,"Saving Private Ryan","Dreamworks SKG","1998-07-28",216540909
"6",5,"1",1,4.573049,"-9%","2,463",1857,45.416614,6,"Saving Private Ryan","Dreamworks SKG","1998-07-29",216540909
"7",6,"1",1,4.343746,"-5%","2,463",1764,49.76036,7,"Saving Private Ryan","Dreamworks SKG","1998-07-30",216540909
"8",7,"1",1,7.005,"+61%","2,540",2758,56.765,8,"Saving Private Ryan","Dreamworks SKG","1998-07-31",216540909
"9",8,"1",1,9.245,"+32%","2,540",3640,66.01,9,"Saving Private Ryan","Dreamworks SKG","1998-08-01",216540909
"10",9,"1",1,7.407,"-20%","2,540",2916,73.362,10,"Saving Private Ryan","Dreamworks SKG","1998-08-02",216540909
"11",10,"1",1,3.411506,"-54%","2,540",1343,76.773667,11,"Saving Private Ryan","Dreamworks SKG","1998-08-03",216540909
"12",11,"1",1,3.408625,"n/c","2,540",1342,80.182292,12,"Saving Private Ryan","Dreamworks SKG","1998-08-04",216540909
"13",12,"2",1,3.143228,"-8%","2,540",1237,83.32552,13,"Saving Private Ryan","Dreamworks SKG","1998-08-05",216540909
"14",13,"2",2,3.047457,"-3%","2,540",1200,86.372977,14,"Saving Private Ryan","Dreamworks SKG","1998-08-06",216540909
"15",14,"3",2,5.015023,"+65%","2,592",1935,91.388,15,"Saving Private Ryan","Dreamworks SKG","1998-08-07",216540909
"16",15,"1",3,7.015,"+40%","2,592",2706,98.403,16,"Saving Private Ryan","Dreamworks SKG","1998-08-08",216540909
"17",16,"1",1,5.567,"-21%","2,592",2148,103.770977,17,"Saving Private Ryan","Dreamworks SKG","1998-08-09",216540909
"18",17,"1",1,2.407287,"-57%","2,592",929,106.178264,18,"Saving Private Ryan","Dreamworks SKG","1998-08-10",216540909
"19",18,"1",1,2.455024,"+2%","2,592",947,108.633288,19,"Saving Private Ryan","Dreamworks SKG","1998-08-11",216540909
"20",19,"1",1,2.211841,"-10%","2,592",853,110.845129,20,"Saving Private Ryan","Dreamworks SKG","1998-08-12",216540909
"21",20,"1",1,2.032746,"-8%","2,592",784,112.877875,21,"Saving Private Ryan","Dreamworks SKG","1998-08-13",216540909
"22",21,"3",1,3.485,"+71%","2,654",1313,116.363,22,"Saving Private Ryan","Dreamworks SKG","1998-08-14",216540909
"23",22,"1",3,5.662,"+62%","2,654",2133,122.025,23,"Saving Private Ryan","Dreamworks SKG","1998-08-15",216540909
"24",23,"1",1,4.011,"-29%","2,654",1511,126.036694,24,"Saving Private Ryan","Dreamworks SKG","1998-08-16",216540909
"25",24,"1",1,1.752267,"-56%","2,654",660,127.788961,25,"Saving Private Ryan","Dreamworks SKG","1998-08-17",216540909
"26",25,"1",1,1.851187,"+6%","2,654",698,129.639148,26,"Saving Private Ryan","Dreamworks SKG","1998-08-18",216540909
"27",26,"1",1,1.541023,"-17%","2,654",581,131.180171,27,"Saving Private Ryan","Dreamworks SKG","1998-08-19",216540909
"28",27,"1",1,1.425822,"-7%","2,654",537,132.605993,28,"Saving Private Ryan","Dreamworks SKG","1998-08-20",216540909
"29",28,"2",1,2.69,"+89%","2,671",1007,135.296,29,"Saving Private Ryan","Dreamworks SKG","1998-08-21",216540909
"30",29,"2",2,4.33,"+61%","2,671",1621,139.626,30,"Saving Private Ryan","Dreamworks SKG","1998-08-22",216540909
"31",30,"2",2,3.1,"-28%","2,671",1161,142.726,31,"Saving Private Ryan","Dreamworks SKG","1998-08-23",216540909
"32",31,"1",NA,32.333203," ","3,672",8805,32.333203,1,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-11-16",317575550
"33",32,"1",1,33.512941,"+4%","3,672",9127,65.846144,2,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-11-17",317575550
"34",33,"1",1,24.448477,"-27%","3,672",6658,90.294621,3,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-11-18",317575550
"35",34,"1",1,6.643,"-73%","3,672",1809,96.937,4,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-11-19",317575550
"36",35,"1",1,7.654,"+15%","3,672",2084,104.591,5,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-11-20",317575550
"37",36,"1",1,12.655,"+65%","3,672",3446,117.246,6,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-11-21",317575550
"38",37,"1",1,12.32,"-3%","3,672",3355,129.566,7,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-11-22",317575550
"39",38,"1",1,22.987,"+87%","3,672",6260,152.478,8,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-11-23",317575550
"40",39,"1",1,21.088,"-8%","3,672",5743,173.566,9,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-11-24",317575550
"41",40,"1",1,13.413,"-36%","3,672",3653,186.978513,10,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-11-25",317575550
"42",41,"1",1,2.526,"-81%","3,672",688,189.505,11,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-11-26",317575550
"43",42,"1",1,2.383,"-6%","3,672",649,191.888,12,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-11-27",317575550
"44",43,"1",1,2.066,"-13%","3,672",563,193.954,13,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-11-28",317575550
"45",44,"1",1,2.073,"n/c","3,672",565,196.027,14,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-11-29",317575550
"46",45,"2",1,5.906,"+185%","3,672",1608,201.933,15,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-11-30",317575550
"47",46,"1",2,10.354,"+75%","3,672",2820,212.287,16,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-12-01",317575550
"48",47,"1",1,7.121,"-31%","3,672",1939,219.670289,17,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-12-02",317575550
"49",48,"1",1,1.261,"-82%","3,672",343,220.932,18,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-12-03",317575550
"50",49,"1",1,1.411,"+12%","3,672",384,222.343,19,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-12-04",317575550
"51",50,"1",1,1.305,"-8%","3,672",355,223.648,20,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-12-05",317575550
"52",51,"1",1,1.236,"-5%","3,672",337,224.884,21,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-12-06",317575550
"53",52,"2",1,3.52,"+185%","3,672",959,228.404,22,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-12-07",317575550
"54",53,"2",2,6.388,"+81%","3,672",1740,234.792,23,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-12-08",317575550
"55",54,"2",2,4.42,"-31%","3,672",1204,239.659542,24,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-12-09",317575550
"56",55,"2",2,0.868,"-80%","3,672",236,240.528,25,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-12-10",317575550
"57",56,"2",2,1.031,"+19%","3,672",281,241.559,26,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-12-11",317575550
"58",57,"2",2,0.889,"-14%","3,672",242,242.448,27,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-12-12",317575550
"59",58,"2",2,0.902,"+1%","3,672",246,243.35,28,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-12-13",317575550
"60",59,"4",2,2.221,"+146%","3,422",649,245.571,29,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-12-14",317575550
"61",60,"4",4,4.362,"+96%","3,422",1275,249.933,30,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-12-15",317575550
"62",61,"3",4,3.11,"-29%","3,422",909,253.27,31,"Harry Potter and the Sorcerer's Stone","Warner Bros.","2001-12-16",317575550
"63",62,"1",NA,18.214211," ","3,359",5423,18.214211,1,"The Lord of the Rings: The Fellowship of the Ring","New Line","2001-12-19",315544750
"64",63,"1",1,9.7,"-47%","3,359",2888,27.9,2,"The Lord of the Rings: The Fellowship of the Ring","New Line","2001-12-20",315544750
"65",64,"1",1,14.293,"+47%","3,359",4255,42.2,3,"The Lord of the Rings: The Fellowship of the Ring","New Line","2001-12-21",315544750
"66",65,"1",1,17.025,"+19%","3,359",5068,59.225,4,"The Lord of the Rings: The Fellowship of the Ring","New Line","2001-12-22",315544750
"67",66,"1",1,15.143,"-11%","3,359",4508,74.368,5,"The Lord of the Rings: The Fellowship of the Ring","New Line","2001-12-23",315544750
"68",67,"1",1,7.334,"-52%","3,359",2183,82.463,6,"The Lord of the Rings: The Fellowship of the Ring","New Line","2001-12-24",315544750
"69",68,"1",1,11.57,"+58%","3,359",3444,94.032719,7,"The Lord of the Rings: The Fellowship of the Ring","New Line","2001-12-25",315544750
"70",69,"1",1,13.964,"+21%","3,359",4157,107.997,8,"The Lord of the Rings: The Fellowship of the Ring","New Line","2001-12-26",315544750
"71",70,"1",1,11.115,"-20%","3,359",3309,119.112,9,"The Lord of the Rings: The Fellowship of the Ring","New Line","2001-12-27",315544750
"72",71,"1",1,12.109,"+9%","3,359",3605,131.221,10,"The Lord of the Rings: The Fellowship of the Ring","New Line","2001-12-28",315544750
"73",72,"1",1,13.422,"+11%","3,359",3996,144.643,11,"The Lord of the Rings: The Fellowship of the Ring","New Line","2001-12-29",315544750
"74",73,"1",1,11.651,"-13%","3,359",3469,156.294,12,"The Lord of the Rings: The Fellowship of the Ring","New Line","2001-12-30",315544750
"75",74,"1",1,8.069,"-31%","3,359",2402,164.363,13,"The Lord of the Rings: The Fellowship of the Ring","New Line","2001-12-31",315544750
"76",75,"1",1,10.188,"+26%","3,359",3033,174.119499,14,"The Lord of the Rings: The Fellowship of the Ring","New Line","2002-01-01",315544750
"77",76,"1",1,5.205,"-49%","3,359",1550,179.324,15,"The Lord of the Rings: The Fellowship of the Ring","New Line","2002-01-02",315544750
"78",77,"1",1,3.732,"-28%","3,359",1111,182.503,16,"The Lord of the Rings: The Fellowship of the Ring","New Line","2002-01-03",315544750
"79",78,"1",1,6.971,"+87%","3,381",2062,189.474,17,"The Lord of the Rings: The Fellowship of the Ring","New Line","2002-01-04",315544750
"80",79,"1",1,10.285,"+48%","3,381",3042,199.555,18,"The Lord of the Rings: The Fellowship of the Ring","New Line","2002-01-05",315544750
"81",80,"1",1,5.955,"-42%","3,381",1761,205.509869,19,"The Lord of the Rings: The Fellowship of the Ring","New Line","2002-01-06",315544750
"82",81,"1",1,1.929,"-68%","3,381",571,207.439,20,"The Lord of the Rings: The Fellowship of the Ring","New Line","2002-01-07",315544750
"83",82,"1",1,2.213,"+15%","3,381",655,209.652,21,"The Lord of the Rings: The Fellowship of the Ring","New Line","2002-01-08",315544750
"84",83,"1",1,1.701,"-23%","3,381",503,211.354,22,"The Lord of the Rings: The Fellowship of the Ring","New Line","2002-01-09",315544750
"85",84,"1",1,1.379,"-19%","3,381",408,212.12,23,"The Lord of the Rings: The Fellowship of the Ring","New Line","2002-01-10",315544750
"86",85,"3",1,4.105,"+198%","3,381",1214,216.225,24,"The Lord of the Rings: The Fellowship of the Ring","New Line","2002-01-11",315544750
"87",86,"1",3,7.496,"+83%","3,381",2217,223.721,25,"The Lord of the Rings: The Fellowship of the Ring","New Line","2002-01-12",315544750
"88",87,"1",1,4.68,"-38%","3,381",1384,228.320875,26,"The Lord of the Rings: The Fellowship of the Ring","New Line","2002-01-13",315544750
"89",88,"1",1,1.284,"-73%","3,381",380,229.605,27,"The Lord of the Rings: The Fellowship of the Ring","New Line","2002-01-14",315544750
"90",89,"1",1,1.467,"+14%","3,381",434,231.072,28,"The Lord of the Rings: The Fellowship of the Ring","New Line","2002-01-15",315544750
"91",90,"1",1,1.214,"-17%","3,381",359,232.286,29,"The Lord of the Rings: The Fellowship of the Ring","New Line","2002-01-16",315544750
"92",91,"2",1,1.097,"-10%","3,381",324,232.945,30,"The Lord of the Rings: The Fellowship of the Ring","New Line","2002-01-17",315544750
"93",92,"4",2,3.198,"+192%","3,266",979,236.143,31,"The Lord of the Rings: The Fellowship of the Ring","New Line","2002-01-18",315544750
"94",93,"2",NA,8.8," ","2,636",3338,8.8,1,"The Bourne Identity","Universal","2002-06-14",121661683
"95",94,"2",2,10.696,"+22%","2,636",4058,19.496,2,"The Bourne Identity","Universal","2002-06-15",121661683
"96",95,"2",2,7.585,"-29%","2,636",2877,27.11864,3,"The Bourne Identity","Universal","2002-06-16",121661683
"97",96,"2",2,3.429,"-55%","2,638",1300,30.548,4,"The Bourne Identity","Universal","2002-06-17",121661683
"98",97,"2",2,3.232,"-6%","2,638",1225,33.78,5,"The Bourne Identity","Universal","2002-06-18",121661683
"99",98,"2",2,2.849,"-12%","2,638",1080,36.629,6,"The Bourne Identity","Universal","2002-06-19",121661683
"100",99,"2",2,2.678,"-6%","2,638",1015,39.306,7,"The Bourne Identity","Universal","2002-06-20",121661683
"101",100,"4",2,4.733,"+77%","2,638",1794,44.039,8,"The Bourne Identity","Universal","2002-06-21",121661683
"102",101,"4",4,6,"+27%","2,638",2274,50,9,"The Bourne Identity","Universal","2002-06-22",121661683
"103",102,"4",4,4.44024,"-26%","2,638",1683,54.384585,10,"The Bourne Identity","Universal","2002-06-23",121661683
"104",103,"4",4,1.81,"-59%","2,643",685,56.195,11,"The Bourne Identity","Universal","2002-06-24",121661683
"105",104,"4",4,1.876,"+4%","2,643",710,58.071,12,"The Bourne Identity","Universal","2002-06-25",121661683
"106",105,"4",4,1.823,"-3%","2,643",690,59.895,13,"The Bourne Identity","Universal","2002-06-26",121661683
"107",106,"4",4,1.81,"-1%","2,643",685,61.705,14,"The Bourne Identity","Universal","2002-06-27",121661683
"108",107,"5",4,3.179,"+76%","2,662",1194,64.884,15,"The Bourne Identity","Universal","2002-06-28",121661683
"109",108,"5",5,4.301,"+35%","2,662",1616,69.185,16,"The Bourne Identity","Universal","2002-06-29",121661683
"110",109,"5",5,3.40864,"-21%","2,662",1280,72.902425,17,"The Bourne Identity","Universal","2002-06-30",121661683
"111",110,"5",5,1.518,"-55%","2,663",570,74.421,18,"The Bourne Identity","Universal","2002-07-01",121661683
"112",111,"5",5,1.531,"+1%","2,663",575,75.952,19,"The Bourne Identity","Universal","2002-07-02",121661683
"113",112,"6",5,1.74558,"+14%","2,512",695,77.697455,20,"The Bourne Identity","Universal","2002-07-03",121661683
"114",113,"6",6,2.166495,"+24%","2,512",862,79.86395,21,"The Bourne Identity","Universal","2002-07-04",121661683
"115",114,"6",6,3.10232,"+43%","2,512",1235,82.96627,22,"The Bourne Identity","Universal","2002-07-05",121661683
"116",115,"6",6,3.50424,"+13%","2,512",1395,86.47051,23,"The Bourne Identity","Universal","2002-07-06",121661683
"117",116,"6",6,2.54959,"-27%","2,512",1015,89.0201,24,"The Bourne Identity","Universal","2002-07-07",121661683
"118",117,"6",6,1.017,"-60%","2,512",405,90.038,25,"The Bourne Identity","Universal","2002-07-08",121661683
"119",118,"6",6,1.143,"+12%","2,512",455,91.181,26,"The Bourne Identity","Universal","2002-07-09",121661683
"120",119,"6",6,1.08,"-6%","2,512",430,92.261,27,"The Bourne Identity","Universal","2002-07-10",121661683
"121",120,"6",6,1.005,"-7%","2,512",400,93.266,28,"The Bourne Identity","Universal","2002-07-11",121661683
"122",121,"10",6,1.607,"+60%","2,191",733,94.873,29,"The Bourne Identity","Universal","2002-07-12",121661683
"123",122,"10",10,2.4,"+49%","2,191",1095,97.273,30,"The Bourne Identity","Universal","2002-07-13",121661683
"124",123,"10",10,1.66,"-31%","2,191",758,99.026945,31,"The Bourne Identity","Universal","2002-07-14",121661683
"125",124,"1",NA,29.631453," ","3,682",8048,29.631453,1,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-11-15",261988482
"126",125,"1",1,34.213803,"+15%","3,682",9292,63.845256,2,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-11-16",261988482
"127",126,"1",1,24.512232,"-28%","3,682",6657,88.357488,3,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-11-17",261988482
"128",127,"1",1,5.321,"-78%","3,682",1445,93.679,4,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-11-18",261988482
"129",128,"1",1,4.742,"-11%","3,682",1288,98.421,5,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-11-19",261988482
"130",129,"1",1,4.032,"-15%","3,682",1095,102.454,6,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-11-20",261988482
"131",130,"1",1,3.678,"-9%","3,682",999,106.132,7,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-11-21",261988482
"132",131,"2",1,11.007255,"+199%","3,682",2989,117.138823,8,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-11-22",261988482
"133",132,"2",2,18.706328,"+70%","3,682",5080,135.845151,9,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-11-23",261988482
"134",133,"1",2,12.51368,"-33%","3,682",3399,148.358831,10,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-11-24",261988482
"135",134,"2",1,2.561,"-80%","3,682",696,150.92,11,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-11-25",261988482
"136",135,"2",2,3.488,"+36%","3,682",947,154.408,12,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-11-26",261988482
"137",136,"2",2,6.413919,"+84%","3,682",1742,160.822,13,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-11-27",261988482
"138",137,"2",2,7.219516,"+13%","3,682",1961,168.041516,14,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-11-28",261988482
"139",138,"1",2,13.37816,"+85%","3,682",3633,181.419676,15,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-11-29",261988482
"140",139,"2",1,12.026632,"-10%","3,682",3266,193.446308,16,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-11-30",261988482
"141",140,"1",2,6.712704,"-44%","3,682",1823,200.159012,17,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-12-01",261988482
"142",141,"2",1,1.048,"-84%","3,682",285,201.207,18,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-12-02",261988482
"143",142,"2",2,0.953,"-9%","3,682",259,202.16,19,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-12-03",261988482
"144",143,"2",2,0.837,"-12%","3,682",227,202.997,20,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-12-04",261988482
"145",144,"2",2,0.887,"+6%","3,682",241,203.885,21,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-12-05",261988482
"146",145,"3",2,2.715,"+206%","3,387",802,206.6,22,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-12-06",261988482
"147",146,"3",3,4.638,"+71%","3,387",1369,211.238,23,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-12-07",261988482
"148",147,"2",3,2.854,"-38%","3,387",843,213.970962,24,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-12-08",261988482
"149",148,"3",2,0.562,"-80%","3,387",166,214.533,25,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-12-09",261988482
"150",149,"3",3,0.628,"+12%","3,387",185,215.161,26,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-12-10",261988482
"151",150,"3",3,0.579,"-8%","3,387",171,215.741,27,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-12-11",261988482
"152",151,"3",3,0.554,"-4%","3,387",164,216.295,28,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-12-12",261988482
"153",152,"7",3,1.4282,"+158%","3,025",472,217.723188,29,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-12-13",261988482
"154",153,"6",7,2.887477,"+102%","3,025",955,220.610665,30,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-12-14",261988482
"155",154,"5",6,2.00871,"-30%","3,025",664,222.619375,31,"Harry Potter and the Chamber of Secrets","Warner Bros.","2002-12-15",261988482
"156",155,"1",NA,26.159972," ","3,622",7223,26.159972,1,"The Lord of the Rings: The Two Towers","New Line","2002-12-18",342551365
"157",156,"1",1,13.878712,"-47%","3,622",3832,40.038684,2,"The Lord of the Rings: The Two Towers","New Line","2002-12-19",342551365
"158",157,"1",1,19.22434,"+39%","3,622",5308,59.263024,3,"The Lord of the Rings: The Two Towers","New Line","2002-12-20",342551365
"159",158,"1",1,22.752057,"+18%","3,622",6282,82.015081,4,"The Lord of the Rings: The Two Towers","New Line","2002-12-21",342551365
"160",159,"1",1,20.031131,"-12%","3,622",5530,102.046212,5,"The Lord of the Rings: The Two Towers","New Line","2002-12-22",342551365
"161",160,"1",1,13.509942,"-33%","3,622",3730,115.556154,6,"The Lord of the Rings: The Two Towers","New Line","2002-12-23",342551365
"162",161,"1",1,7.79005,"-42%","3,622",2151,123.346204,7,"The Lord of the Rings: The Two Towers","New Line","2002-12-24",342551365
"163",162,"1",1,12.381307,"+59%","3,622",3418,135.727511,8,"The Lord of the Rings: The Two Towers","New Line","2002-12-25",342551365
"164",163,"1",1,15.455171,"+25%","3,622",4267,151.182682,9,"The Lord of the Rings: The Two Towers","New Line","2002-12-26",342551365
"165",164,"1",1,16.873539,"+9%","3,622",4659,168.056221,10,"The Lord of the Rings: The Two Towers","New Line","2002-12-27",342551365
"166",165,"1",1,17.227061,"+2%","3,622",4756,185.283282,11,"The Lord of the Rings: The Two Towers","New Line","2002-12-28",342551365
"167",166,"1",1,14.774949,"-14%","3,622",4079,200.058231,12,"The Lord of the Rings: The Two Towers","New Line","2002-12-29",342551365
"168",167,"1",1,10.094851,"-32%","3,622",2787,210.153082,13,"The Lord of the Rings: The Two Towers","New Line","2002-12-30",342551365
"169",168,"1",1,8.442823,"-16%","3,622",2331,218.595905,14,"The Lord of the Rings: The Two Towers","New Line","2002-12-31",342551365
"170",169,"1",1,11.040273,"+31%","3,622",3048,229.636178,15,"The Lord of the Rings: The Two Towers","New Line","2003-01-01",342551365
"171",170,"1",1,6.378144,"-42%","3,622",1761,236.014322,16,"The Lord of the Rings: The Two Towers","New Line","2003-01-02",342551365
"172",171,"1",1,7.576222,"+19%","3,622",2092,243.590544,17,"The Lord of the Rings: The Two Towers","New Line","2003-01-03",342551365
"173",172,"1",1,10.699493,"+41%","3,622",2954,254.290037,18,"The Lord of the Rings: The Two Towers","New Line","2003-01-04",342551365
"174",173,"1",1,6.741564,"-37%","3,622",1861,261.031601,19,"The Lord of the Rings: The Two Towers","New Line","2003-01-05",342551365
"175",174,"1",1,2.133465,"-68%","3,622",589,263.165066,20,"The Lord of the Rings: The Two Towers","New Line","2003-01-06",342551365
"176",175,"1",1,2.155575,"+1%","3,622",595,265.320641,21,"The Lord of the Rings: The Two Towers","New Line","2003-01-07",342551365
"177",176,"2",1,1.748206,"-19%","3,622",483,267.068847,22,"The Lord of the Rings: The Two Towers","New Line","2003-01-08",342551365
"178",177,"2",2,1.597364,"-9%","3,622",441,268.666211,23,"The Lord of the Rings: The Two Towers","New Line","2003-01-09",342551365
"179",178,"3",2,3.894852,"+144%","3,477",1120,272.561063,24,"The Lord of the Rings: The Two Towers","New Line","2003-01-10",342551365
"180",179,"2",3,6.637982,"+70%","3,477",1909,279.199045,25,"The Lord of the Rings: The Two Towers","New Line","2003-01-11",342551365
"181",180,"1",2,4.222472,"-36%","3,477",1214,283.421517,26,"The Lord of the Rings: The Two Towers","New Line","2003-01-12",342551365
"182",181,"1",1,1.07,"-75%","3,477",308,284.492,27,"The Lord of the Rings: The Two Towers","New Line","2003-01-13",342551365
"183",182,"2",1,1.208,"+13%","3,477",347,285.699,28,"The Lord of the Rings: The Two Towers","New Line","2003-01-14",342551365
"184",183,"2",2,0.996,"-18%","3,477",286,286.695,29,"The Lord of the Rings: The Two Towers","New Line","2003-01-15",342551365
"185",184,"2",2,0.991,"-1%","3,477",285,287.618,30,"The Lord of the Rings: The Two Towers","New Line","2003-01-16",342551365
"186",185,"5",2,2.664587,"+169%","3,110",857,290.292649,31,"The Lord of the Rings: The Two Towers","New Line","2003-01-17",342551365
"187",186,"1",NA,34.450834," ","3,703",9303,34.450834,1,"The Lord of the Rings: The Return of the King","New Line","2003-12-17",NA
"188",187,"1",1,17.019987,"-51%","3,703",4596,51.470821,2,"The Lord of the Rings: The Return of the King","New Line","2003-12-18",NA
"189",188,"1",1,21.811549,"+28%","3,703",5890,73.28237,3,"The Lord of the Rings: The Return of the King","New Line","2003-12-19",NA
"190",189,"1",1,27.492053,"+26%","3,703",7424,100.774423,4,"The Lord of the Rings: The Return of the King","New Line","2003-12-20",NA
"191",190,"1",1,23.326111,"-15%","3,703",6299,124.100534,5,"The Lord of the Rings: The Return of the King","New Line","2003-12-21",NA
"192",191,"1",1,13.563208,"-42%","3,703",3663,137.663742,6,"The Lord of the Rings: The Return of the King","New Line","2003-12-22",NA
"193",192,"1",1,12.476242,"-8%","3,703",3369,150.139984,7,"The Lord of the Rings: The Return of the King","New Line","2003-12-23",NA
"194",193,"1",1,7.5444,"-40%","3,703",2037,157.684384,8,"The Lord of the Rings: The Return of the King","New Line","2003-12-24",NA
"195",194,"1",1,13.98622,"+85%","3,703",3777,171.670604,9,"The Lord of the Rings: The Return of the King","New Line","2003-12-25",NA
"196",195,"1",1,19.152196,"+37%","3,703",5172,190.8228,10,"The Lord of the Rings: The Return of the King","New Line","2003-12-26",NA
"197",196,"1",1,17.249267,"-10%","3,703",4658,208.072067,11,"The Lord of the Rings: The Return of the King","New Line","2003-12-27",NA
"198",197,"1",1,14.196641,"-18%","3,703",3834,222.268708,12,"The Lord of the Rings: The Return of the King","New Line","2003-12-28",NA
"199",198,"1",1,10.49,"-26%","3,703",2833,232.759,13,"The Lord of the Rings: The Return of the King","New Line","2003-12-29",NA
"200",199,"1",1,9.615,"-8%","3,703",2597,241.937,14,"The Lord of the Rings: The Return of the King","New Line","2003-12-30",NA
"201",200,"1",1,7.5,"-22%","3,703",2025,249.4,15,"The Lord of the Rings: The Return of the King","New Line","2003-12-31",NA
"202",201,"1",1,11.95,"+59%","3,703",3227,261.35,16,"The Lord of the Rings: The Return of the King","New Line","2004-01-01",NA
"203",202,"1",1,10.60213,"-11%","3,703",2863,272.832713,17,"The Lord of the Rings: The Return of the King","New Line","2004-01-02",NA
"204",203,"1",1,10.563221,"n/c","3,703",2853,283.395934,18,"The Lord of the Rings: The Return of the King","New Line","2004-01-03",NA
"205",204,"1",1,7.015027,"-34%","3,703",1894,290.410961,19,"The Lord of the Rings: The Return of the King","New Line","2004-01-04",NA
"206",205,"1",1,2.382,"-66%","3,703",643,292.793,20,"The Lord of the Rings: The Return of the King","New Line","2004-01-05",NA
"207",206,"1",1,2.18,"-8%","3,703",589,294.972,21,"The Lord of the Rings: The Return of the King","New Line","2004-01-06",NA
"208",207,"1",1,1.921,"-12%","3,703",519,296.894,22,"The Lord of the Rings: The Return of the King","New Line","2004-01-07",NA
"209",208,"1",1,1.652,"-14%","3,703",446,298.112,23,"The Lord of the Rings: The Return of the King","New Line","2004-01-08",NA
"210",209,"2",1,3.6,"+118%","3,532",1019,301.7,24,"The Lord of the Rings: The Return of the King","New Line","2004-01-09",NA
